273.15	6.105
268.15	4.017
263.15	2.6
258.15	1.655
253.15	1.035
248.15	0.635
243.15	0.381
238.15	0.224
233.15	0.129
228.15	0.0721
223.15	0.0395
218.15	0.0209
213.15	0.0108
208.15	0.0054
203.15	0.0026
193.15	0.0005
183.15	0.0001
173.15	0.000013
